Pattern,MatchesList,Use,Matches,Clue,Answer,Quality,Difficulty,Reviewed
_ewish,"['jewish', 'newish']",,jewish newish,,,,,TRUE
jewis_,"['jewish', 'jewise']",,jewish jewise,,,,,TRUE
_arget,"['target', 'garget', 'larget', 'parget']",,target garget larget parget,,,,,TRUE
_light,"['flight', 'slight', 'plight', 'blight', 'alight']",,flight slight plight blight alight,Get on a plane,alight flight,2,,TRUE
f_ight,"['flight', 'fright']",,flight fright,,,,,TRUE
c_ttle,"['cattle', 'cuttle']",,cattle cuttle,,,,,TRUE
ca_tle,"['cattle', 'castle', 'cantle']",,cattle castle cantle,Fancy bovine digs,Cattle castle,3,,TRUE
di_ine,"['divine', 'didine']",,divine didine,,,,,TRUE
divi_e,"['divine', 'divide']",,divine divide,Between heaven and earth,Divine divide,3,,TRUE
divin_,"['divine', 'diving']",,divine diving,,,,,TRUE
linea_,"['linear', 'lineal']",,linear lineal,,,,,TRUE
_amous,"['famous', 'ramous', 'camous', 'hamous']",,famous ramous camous hamous,,,,,TRUE
f_mous,"['famous', 'fumous']",,famous fumous,,,,,TRUE
_artly,"['partly', 'tartly']",,partly tartly,,,,,TRUE
p_rtly,"['partly', 'portly', 'pertly']",,partly portly pertly,Chubby in places,Partly portly,3,,TRUE
wi_ely,"['widely', 'wisely', 'wifely', 'wively']",,widely wisely wifely wively,,,,,TRUE
_right,"['bright', 'wright', 'fright', 'aright']",,bright wright fright aright,,,,,TRUE
b_ight,"['bright', 'blight']",,bright blight,,,0,,TRUE
_aught,"['taught', 'caught', 'naught', 'haught', 'raught', 'waught']",,taught caught naught haught raught waught,Failed fishing,Caught naught,3,,TRUE
oxyg_n,"['oxygen', 'oxygon']",,oxygen oxygon,,,,,TRUE
e_tend,"['extend', 'entend']",,extend entend,,,,,TRUE
ex_end,"['extend', 'expend']",,extend expend,,,,,TRUE
cr_sis,"['crisis', 'crasis']",,crisis crasis,,,,,TRUE
_amely,"['namely', 'tamely', 'lamely', 'gamely']",,namely tamely lamely gamely,,,,,TRUE
_appen,"['happen', 'tappen']",,happen tappen,,,,,TRUE
h_ppen,"['happen', 'heppen']",,happen heppen,,,,,TRUE
happe_,"['happen', 'happed']",,happen happed,,,,,TRUE
_ebate,"['debate', 'rebate', 'sebate']",,debate rebate sebate,Argument over a refund,Rebate debate,2,,TRUE
de_ate,"['debate', 'delate']",,debate delate,,,,,TRUE
deba_e,"['debate', 'debase']",,debate debase,,,,,TRUE
dr_ven,"['driven', 'droven']",,driven droven,,,,,TRUE
drive_,"['driven', 'driver', 'drivel']",,driven driver drivel,Pilot nonsense,Driver drivel,3,,TRUE
_ouple,"['couple', 'souple']",,couple souple,,,,,TRUE
co_ple,"['couple', 'copple']",,couple copple,,,,,TRUE
coup_e,"['couple', 'coupee']",,couple coupee,,,,,TRUE
s_lary,"['salary', 'solary']",,salary solary,,,,,TRUE
s_ight,"['slight', 'spight', 'smight']",,slight spight smight,,,,,TRUE
_iller,"['miller', 'killer', 'filler', 'tiller', 'siller', 'piller', 'willer']",,miller killer filler tiller siller piller willer,,,,,TRUE
m_ller,"['miller', 'muller']",,miller muller,,,,,TRUE
mil_er,"['miller', 'milker', 'milter']",,miller milker milter,,,,,TRUE
mille_,"['miller', 'millet', 'milled']",,miller millet milled,,,,,TRUE
_iable,"['liable', 'viable']",,liable viable,Probably doable,Liable viable,2,,TRUE
sund_y,"['sunday', 'sundry']",,sunday sundry,,,,,TRUE
temp_e,"['temple', 'tempse']",,temple tempse,,,,,TRUE
here_y,"['hereby', 'heresy']",,hereby heresy,Declared profanity,Hereby heresy,2,,TRUE
_ostly,"['mostly', 'costly']",,mostly costly,Generally expensive,Mostly costly,3,,TRUE
vi_ual,"['visual', 'vidual']",,visual vidual,,,,,FALSE
repai_,"['repair', 'repaid']",,repair repaid,,,,,FALSE
_urden,"['burden', 'hurden']",,burden hurden,,,,,FALSE
burd_n,"['burden', 'burdon']",,burden burdon,,,,,FALSE
_olour,"['colour', 'holour']",,colour holour,,,,,FALSE
ri_ing,"['rising', 'riding']",,rising riding,,,,,FALSE
de_ide,"['decide', 'deride']",,decide deride,,,,,FALSE
dec_de,"['decide', 'decade', 'decede']",,decide decade decede,,,,,FALSE
deci_e,"['decide', 'decile', 'decime', 'decine']",,decide decile decime decine,,,,,FALSE
_ersey,"['jersey', 'kersey']",,jersey kersey,,,,,FALSE
_inner,"['dinner', 'winner', 'sinner', 'pinner', 'tinner', 'finner']",,dinner winner sinner pinner tinner finner,,,,,FALSE
d_nner,"['dinner', 'dunner']",,dinner dunner,,,,,FALSE
_rison,"['prison', 'orison', 'grison']",,prison orison grison,,,,,FALSE
p_ison,"['prison', 'poison']",,prison poison,,,,,FALSE
e_ding,"['ending', 'elding']",,ending elding,,,,,FALSE
en_ing,"['ending', 'enring']",,ending enring,,,,,FALSE
deput_,"['deputy', 'depute']",,deputy depute,,,,,FALSE
a_sist,"['assist', 'absist']",,assist absist,,,,,FALSE
assis_,"['assist', 'assish']",,assist assish,,,,,FALSE
s_able,"['stable', 'suable']",,stable suable,,,,,FALSE
sta_le,"['stable', 'staple']",,stable staple,,,,,FALSE
stabl_,"['stable', 'stably']",,stable stably,,,,,FALSE
as_ing,"['asking', 'aswing']",,asking aswing,,,,,FALSE
_orker,"['worker', 'yorker', 'porker']",,worker yorker porker,,,,,FALSE
wor_er,"['worker', 'worser', 'worder']",,worker worser worder,,,,,FALSE
de_end,"['depend', 'defend']",,depend defend,,,,,FALSE
su_mit,"['submit', 'summit']",,submit summit,,,,,FALSE
_andle,"['handle', 'candle', 'dandle', 'bandle']",,handle candle dandle bandle,,,,,FALSE
_ulled,"['pulled', 'hulled', 'nulled', 'bulled']",,pulled hulled nulled bulled,,,,,FALSE
p_lled,"['pulled', 'polled', 'pilled']",,pulled polled pilled,,,,,FALSE
pulle_,"['pulled', 'pulley', 'puller', 'pullet', 'pullen']",,pulled pulley puller pullet pullen,,,,,FALSE
_order,"['border', 'worder']",,border worder,,,,,FALSE
b_rder,"['border', 'birder']",,border birder,,,,,FALSE
bo_der,"['border', 'bonder']",,border bonder,,,,,FALSE
bord_r,"['border', 'bordar']",,border bordar,,,,,FALSE
borde_,"['border', 'bordel']",,border bordel,,,,,FALSE
abro_d,"['abroad', 'abrood']",,abroad abrood,,,,,FALSE
_rayer,"['prayer', 'brayer', 'crayer']",,prayer brayer crayer,,,,,FALSE
p_ayer,"['prayer', 'player']",,prayer player,,,,,FALSE
pr_yer,"['prayer', 'preyer']",,prayer preyer,,,,,FALSE
pra_er,"['prayer', 'prater']",,prayer prater,,,,,FALSE
_onder,"['wonder', 'yonder', 'ponder', 'conder', 'bonder']",,wonder yonder ponder conder bonder,,,,,FALSE
w_nder,"['wonder', 'wander', 'winder']",,wonder wander winder,,,,,FALSE
wo_der,"['wonder', 'worder']",,wonder worder,,,,,FALSE
won_er,"['wonder', 'wonger']",,wonder wonger,,,,,FALSE
_eague,"['league', 'teague', 'feague']",,league teague feague,,,,,FALSE
s_rain,"['strain', 'sprain']",,strain sprain,,,,,FALSE
str_in,"['strain', 'strein']",,strain strein,,,,,FALSE
strai_,"['strain', 'strait', 'straik']",,strain strait straik,,,,,FALSE
str_ck,"['struck', 'strick']",,struck strick,,,,,FALSE
_urely,"['surely', 'purely']",,surely purely,,,,,FALSE
s_rely,"['surely', 'sorely']",,surely sorely,,,,,FALSE
sure_y,"['surely', 'surety']",,surely surety,,,,,FALSE
_imber,"['timber', 'limber']",,timber limber,,,,,FALSE
tim_er,"['timber', 'timmer']",,timber timmer,,,,,FALSE
_eekly,"['weekly', 'meekly']",,weekly meekly,,,,,FALSE
we_kly,"['weekly', 'weakly']",,weekly weakly,,,,,FALSE
_olden,"['golden', 'bolden', 'yolden']",,golden bolden yolden,,,,,FALSE
g_lden,"['golden', 'gulden', 'gilden']",,golden gulden gilden,,,,,FALSE
go_den,"['golden', 'gowden']",,golden gowden,,,,,FALSE
gold_n,"['golden', 'goldin']",,golden goldin,,,,,FALSE
_ollar,"['dollar', 'collar', 'sollar']",,dollar collar sollar,,,,,FALSE
_offee,"['coffee', 'toffee']",,coffee toffee,,,,,FALSE
coff_e,"['coffee', 'coffle']",,coffee coffle,,,,,FALSE
coffe_,"['coffee', 'coffer']",,coffee coffer,,,,,FALSE
m_scle,"['muscle', 'mascle']",,muscle mascle,,,,,FALSE
s_reen,"['screen', 'skreen', 'streen']",,screen skreen streen,,,,,FALSE
scree_,"['screen', 'screed']",,screen screed,,,,,FALSE
boug_t,"['bought', 'bouget']",,bought bouget,,,,,FALSE
_iling,"['filing', 'piling', 'tiling', 'siling']",,filing piling tiling siling,,,,,FALSE
fi_ing,"['filing', 'firing', 'fixing', 'fining']",,filing firing fixing fining,,,,,FALSE
_loser,"['closer', 'gloser']",,closer gloser,,,,,FALSE
clo_er,"['closer', 'clover']",,closer clover,,,,,FALSE
close_,"['closer', 'closet', 'closen']",,closer closet closen,,,,,FALSE
_alter,"['walter', 'salter', 'halter', 'falter', 'palter', 'balter']",,walter salter halter falter palter balter,,,,,FALSE
w_lter,"['walter', 'welter']",,walter welter,,,,,FALSE
wa_ter,"['walter', 'waiter', 'waster', 'wafter']",,walter waiter waster wafter,,,,,FALSE
wal_er,"['walter', 'walker', 'waller']",,walter walker waller,,,,,FALSE
smoo_h,"['smooth', 'smooch']",,smooth smooch,,,,,FALSE
atten_,"['attend', 'attent']",,attend attent,,,,,FALSE
_reath,"['breath', 'wreath']",,breath wreath,,,,,FALSE
brea_h,"['breath', 'breach']",,breath breach,,,,,FALSE
_ubber,"['rubber', 'lubber', 'dubber']",,rubber lubber dubber,,,,,FALSE
r_bber,"['rubber', 'robber']",,rubber robber,,,,,FALSE
_odium,"['sodium', 'podium']",,sodium podium,,,,,FALSE
w_olly,"['wholly', 'woolly']",,wholly woolly,,,,,FALSE
wh_lly,"['wholly', 'whally']",,wholly whally,,,,,FALSE
_ntent,"['intent', 'untent']",,intent untent,,,,,FALSE
in_ent,"['intent', 'invent', 'indent']",,intent invent indent,,,,,FALSE
inte_t,"['intent', 'intext']",,intent intext,,,,,FALSE
inten_,"['intent', 'intend']",,intent intend,,,,,FALSE
a_raid,"['afraid', 'abraid']",,afraid abraid,,,,,FALSE
re_ail,"['retail', 'resail']",,retail resail,,,,,FALSE
retai_,"['retail', 'retain']",,retail retain,,,,,FALSE
_efine,"['define', 'refine']",,define refine,,,,,FALSE
de_ine,"['define', 'deline', 'decine']",,define deline decine,,,,,FALSE
defi_e,"['define', 'defile']",,define defile,,,,,FALSE
_armer,"['farmer', 'warmer']",,farmer warmer,,,,,FALSE
_udden,"['sudden', 'cudden']",,sudden cudden,,,,,FALSE
s_dden,"['sudden', 'sodden', 'sadden']",,sudden sodden sadden,,,,,FALSE
varie_,"['varied', 'varier']",,varied varier,,,,,FALSE
custo_,"['custom', 'custos']",,custom custos,,,,,FALSE
decre_,"['decree', 'decrew']",,decree decrew,,,,,FALSE
_arely,"['rarely', 'barely', 'yarely', 'warely']",,rarely barely yarely warely,,,,,FALSE
rare_y,"['rarely', 'rarefy']",,rarely rarefy,,,,,FALSE
imp_rt,"['import', 'impart']",,import impart,,,,,FALSE
impo_t,"['import', 'impost']",,import impost,,,,,FALSE
ex_ert,"['expert', 'exsert']",,expert exsert,,,,,FALSE
thr_at,"['threat', 'throat']",,threat throat,,,,,FALSE
threa_,"['threat', 'thread', 'threap']",,threat thread threap,,,,,FALSE
d_main,"['domain', 'demain']",,domain demain,,,,,FALSE
unli_e,"['unlike', 'unline', 'unlive']",,unlike unline unlive,,,,,FALSE
_ender,"['tender', 'gender', 'render', 'lender', 'sender', 'bender', 'fender', 'vender', 'mender']",,tender gender render lender sender bender fender vender mender,,,,,FALSE
t_nder,"['tender', 'tinder']",,tender tinder,,,,,FALSE
te_der,"['tender', 'tedder']",,tender tedder,,,,,FALSE
ten_er,"['tender', 'tenter']",,tender tenter,,,,,FALSE
_orget,"['forget', 'gorget']",,forget gorget,,,,,FALSE
for_et,"['forget', 'forlet']",,forget forlet,,,,,FALSE
forg_t,"['forget', 'forgot']",,forget forgot,,,,,FALSE
forge_,"['forget', 'forger']",,forget forger,,,,,FALSE
ran_om,"['random', 'ransom']",,random ransom,,,,,FALSE
rando_,"['random', 'randon']",,random randon,,,,,FALSE
p_asma,"['plasma', 'phasma']",,plasma phasma,,,,,FALSE
stea_y,"['steady', 'steamy']",,steady steamy,,,,,FALSE
_emote,"['remote', 'demote', 'gemote']",,remote demote gemote,,,,,FALSE
_arish,"['parish', 'garish', 'harish', 'marish', 'warish']",,parish garish harish marish warish,,,,,FALSE
p_rish,"['parish', 'perish']",,parish perish,,,,,FALSE
pa_ish,"['parish', 'palish']",,parish palish,,,,,FALSE
pari_h,"['parish', 'pariah']",,parish pariah,,,,,FALSE
_erlin,"['berlin', 'merlin']",,berlin merlin,,,,,FALSE
ber_in,"['berlin', 'berain']",,berlin berain,,,,,FALSE
savin_,"['saving', 'savine']",,saving savine,,,,,FALSE
_eside,"['beside', 'reside']",,beside reside,,,,,FALSE
be_ide,"['beside', 'betide']",,beside betide,,,,,FALSE
a_sent,"['absent', 'assent']",,absent assent,,,,,FALSE
dr_ver,"['driver', 'drover']",,driver drover,,,,,FALSE
d_ffer,"['differ', 'duffer', 'doffer']",,differ duffer doffer,,,,,FALSE
_orthy,"['worthy', 'forthy']",,worthy forthy,,,,,FALSE
liste_,"['listen', 'lister', 'listel']",,listen lister listel,,,,,FALSE
s_lent,"['silent', 'splent']",,silent splent,,,,,FALSE
silen_,"['silent', 'silene']",,silent silene,,,,,FALSE
_range,"['orange', 'grange']",,orange grange,,,,,FALSE
g_nder,"['gender', 'gander']",,gender gander,,,,,FALSE
ge_der,"['gender', 'gelder']",,gender gelder,,,,,FALSE
t_ngue,"['tongue', 'tangue']",,tongue tangue,,,,,FALSE
tongu_,"['tongue', 'tonguy']",,tongue tonguy,,,,,FALSE
ren_er,"['render', 'renter', 'renner']",,render renter renner,,,,,FALSE
_olony,"['colony', 'polony']",,colony polony,,,,,FALSE
mo_ile,"['mobile', 'motile']",,mobile motile,,,,,FALSE
falle_,"['fallen', 'faller']",,fallen faller,,,,,FALSE
remed_,"['remedy', 'remede']",,remedy remede,,,,,FALSE
_oting,"['voting', 'doting']",,voting doting,,,,,FALSE
_uffer,"['suffer', 'buffer', 'puffer', 'duffer', 'huffer', 'luffer', 'guffer']",,suffer buffer puffer duffer huffer luffer guffer,,,,,FALSE
su_fer,"['suffer', 'surfer']",,suffer surfer,,,,,FALSE
_erein,"['herein', 'verein', 'serein']",,herein verein serein,,,,,FALSE
here_n,"['herein', 'hereon']",,herein hereon,,,,,FALSE
ato_ic,"['atomic', 'atonic']",,atomic atonic,,,,,FALSE
throw_,"['thrown', 'throwe']",,thrown throwe,,,,,FALSE
_ights,"['lights', 'tights']",,lights tights,,,,,FALSE
light_,"['lights', 'lighte', 'lighty']",,lights lighte lighty,,,,,FALSE
deca_e,"['decade', 'decane']",,decade decane,,,,,FALSE
po_der,"['powder', 'ponder', 'polder', 'podder']",,powder ponder polder podder,,,,,FALSE
pow_er,"['powder', 'powter']",,powder powter,,,,,FALSE
en_age,"['engage', 'enrage', 'encage']",,engage enrage encage,,,,,FALSE
_eaded,"['headed', 'leaded']",,headed leaded,,,,,FALSE
heade_,"['headed', 'header']",,headed header,,,,,FALSE
_icked,"['picked', 'wicked']",,picked wicked,,,,,FALSE
pi_ked,"['picked', 'pinked']",,picked pinked,,,,,FALSE
picke_,"['picked', 'picket', 'picker']",,picked picket picker,,,,,FALSE
_ating,"['eating', 'bating']",,eating bating,,,,,FALSE
ea_ing,"['eating', 'earing']",,eating earing,,,,,FALSE
_ement,"['cement', 'dement']",,cement dement,,,,,FALSE
regi_e,"['regime', 'regive']",,regime regive,,,,,FALSE
_efuse,"['refuse', 'defuse']",,refuse defuse,,,,,FALSE
re_use,"['refuse', 'recuse', 'retuse']",,refuse recuse retuse,,,,,FALSE
refu_e,"['refuse', 'refuge', 'refute']",,refuse refuge refute,,,,,FALSE
_ilter,"['filter', 'kilter', 'tilter', 'milter']",,filter kilter tilter milter,,,,,FALSE
f_lter,"['filter', 'falter', 'felter']",,filter falter felter,,,,,FALSE
fi_ter,"['filter', 'fitter']",,filter fitter,,,,,FALSE
fil_er,"['filter', 'filler']",,filter filler,,,,,FALSE
sto_ed,"['stored', 'stoled']",,stored stoled,,,,,FALSE
store_,"['stored', 'storey', 'storer']",,stored storey storer,,,,,FALSE
f_ying,"['flying', 'frying']",,flying frying,,,,,FALSE
_riest,"['priest', 'driest']",,priest driest,,,,,FALSE
_lower,"['flower', 'blower', 'glower', 'plower']",,flower blower glower plower,,,,,FALSE
f_ower,"['flower', 'frower']",,flower frower,,,,,FALSE
flowe_,"['flower', 'flowen']",,flower flowen,,,,,FALSE
_awyer,"['lawyer', 'sawyer']",,lawyer sawyer,,,,,FALSE
la_yer,"['lawyer', 'lanyer']",,lawyer lanyer,,,,,FALSE
_acing,"['facing', 'racing', 'lacing']",,facing racing lacing,,,,,FALSE
fa_ing,"['facing', 'fading']",,facing fading,,,,,FALSE
_onest,"['honest', 'monest']",,honest monest,,,,,FALSE
_utter,"['butter', 'cutter', 'gutter', 'mutter', 'rutter', 'nutter', 'putter']",,butter cutter gutter mutter rutter nutter putter,,,,,FALSE
bu_ter,"['butter', 'buster', 'bunter']",,butter buster bunter,,,,,FALSE
but_er,"['butter', 'butler']",,butter butler,,,,,FALSE
_inger,"['finger', 'singer', 'ginger', 'linger', 'ringer', 'winger', 'tinger']",,finger singer ginger linger ringer winger tinger,,,,,FALSE
fin_er,"['finger', 'finder', 'finner', 'fineer']",,finger finder finner fineer,,,,,FALSE
pala_e,"['palace', 'palate']",,palace palate,,,,,FALSE
so_ely,"['solely', 'sorely']",,solely sorely,,,,,FALSE
_ocket,"['pocket', 'docket', 'rocket', 'socket', 'locket', 'cocket']",,pocket docket rocket socket locket cocket,,,,,FALSE
p_cket,"['pocket', 'packet', 'picket']",,pocket packet picket,,,,,FALSE
po_ket,"['pocket', 'porket']",,pocket porket,,,,,FALSE
_idden,"['hidden', 'ridden', 'bidden', 'midden']",,hidden ridden bidden midden,,,,,FALSE
m_nage,"['manage', 'menage']",,manage menage,,,,,FALSE
man_ge,"['manage', 'manege']",,manage manege,,,,,FALSE
mana_e,"['manage', 'manace']",,manage manace,,,,,FALSE
_oster,"['foster', 'poster', 'roster', 'zoster', 'coster']",,foster poster roster zoster coster,,,,,FALSE
f_ster,"['foster', 'faster', 'fester']",,foster faster fester,,,,,FALSE
fo_ter,"['foster', 'fouter']",,foster fouter,,,,,FALSE
den_al,"['dental', 'denial']",,dental denial,,,,,FALSE
dent_l,"['dental', 'dentil', 'dentel']",,dental dentil dentel,,,,,FALSE
_uling,"['ruling', 'puling']",,ruling puling,,,,,FALSE
woo_en,"['wooden', 'woolen']",,wooden woolen,,,,,FALSE
woode_,"['wooden', 'wooded']",,wooden wooded,,,,,FALSE
_etain,"['retain', 'detain']",,retain detain,,,,,FALSE
arre_t,"['arrest', 'arrect']",,arrest arrect,,,,,FALSE
d_sert,"['desert', 'disert']",,desert disert,,,,,FALSE
_inish,"['finish', 'minish']",,finish minish,,,,,FALSE
l_mber,"['lumber', 'limber']",,lumber limber,,,,,FALSE
lu_ber,"['lumber', 'lubber']",,lumber lubber,,,,,FALSE
lum_er,"['lumber', 'lumper']",,lumber lumper,,,,,FALSE
lumb_r,"['lumber', 'lumbar']",,lumber lumbar,,,,,FALSE
_alker,"['walker', 'talker', 'calker', 'balker']",,walker talker calker balker,,,,,FALSE
walk_r,"['walker', 'walkyr']",,walker walkyr,,,,,FALSE
symb_l,"['symbol', 'symbal']",,symbol symbal,,,,,FALSE
_witch,"['switch', 'twitch']",,switch twitch,,,,,FALSE
s_itch,"['switch', 'stitch']",,switch stitch,,,,,FALSE
sw_tch,"['switch', 'swatch']",,switch swatch,,,,,FALSE
cam_ra,"['camera', 'camara']",,camera camara,,,,,FALSE
_elate,"['relate', 'delate', 'velate', 'belate']",,relate delate velate belate,,,,,FALSE
re_ate,"['relate', 'rebate', 'renate']",,relate rebate renate,,,,,FALSE
rela_e,"['relate', 'relade']",,relate relade,,,,,FALSE
_anded,"['handed', 'landed', 'sanded']",,handed landed sanded,,,,,FALSE
hande_,"['handed', 'hander']",,handed hander,,,,,FALSE
_raise,"['praise', 'braise', 'fraise', 'araise']",,praise braise fraise araise,,,,,FALSE
p_aise,"['praise', 'plaise']",,praise plaise,,,,,FALSE
_hence,"['thence', 'whence']",,thence whence,,,,,FALSE
tur_ey,"['turkey', 'turney']",,turkey turney,,,,,FALSE
re_eat,"['repeat', 'reheat', 'reseat']",,repeat reheat reseat,,,,,FALSE
repe_t,"['repeat', 'repent']",,repeat repent,,,,,FALSE
repea_,"['repeat', 'repeal']",,repeat repeal,,,,,FALSE
mo_gan,"['morgan', 'moggan']",,morgan moggan,,,,,FALSE
mor_an,"['morgan', 'morian']",,morgan morian,,,,,FALSE
morga_,"['morgan', 'morgay']",,morgan morgay,,,,,FALSE
_acial,"['racial', 'facial']",,racial facial,,,,,FALSE
ra_ial,"['racial', 'radial']",,racial radial,,,,,FALSE
en_ity,"['entity', 'enmity']",,entity enmity,,,,,FALSE
pre_er,"['prefer', 'preyer']",,prefer preyer,,,,,FALSE
sphe_e,"['sphere', 'sphene']",,sphere sphene,,,,,FALSE
spher_,"['sphere', 'sphery']",,sphere sphery,,,,,FALSE
v_ctor,"['vector', 'victor']",,vector victor,,,,,FALSE
com_ly,"['comply', 'comely']",,comply comely,,,,,FALSE
les_on,"['lesson', 'lesion']",,lesson lesion,,,,,FALSE
less_n,"['lesson', 'lessen']",,lesson lessen,,,,,FALSE
lesso_,"['lesson', 'lessor']",,lesson lessor,,,,,FALSE
re_eal,"['reveal', 'repeal']",,reveal repeal,,,,,FALSE
_ottle,"['bottle', 'mottle', 'pottle', 'tottle']",,bottle mottle pottle tottle,,,,,FALSE
_reach,"['breach', 'preach']",,breach preach,,,,,FALSE
b_each,"['breach', 'bleach']",,breach bleach,,,,,FALSE
br_ach,"['breach', 'broach']",,breach broach,,,,,FALSE
bre_ch,"['breach', 'breech']",,breach breech,,,,,FALSE
